Media Sources,Compound Score,Positive Score,Neutral Score,Negative Score,Tweet Text,Tweet ID,Date,Time_diff,Tweets Ago
CNN,-0.6705,0.0,0.621,0.379,Record-breaking temperatures leave 29 dead in South Korean heatwave https://t.co/gO5k1WTukQ https://t.co/OwxDghvSfP,1024975612212113409,2018-08-02 11:10:03,0.034722222222222224,46
CNN,0.0,0.0,1.0,0.0,Starbucks is teaming up with Chinese tech giant Alibaba to launch delivery services in September https://t.co/6Wydu3DVtm,1024974852732665856,2018-08-02 11:07:02,0.050277777777777775,47
CNN,-0.0516,0.0,0.938,0.062,Ohio State University head football coach Urban Meyer has been placed on paid administrative leave as the universit… https://t.co/i9pIJXYh3f,1024970584114061313,2018-08-02 10:50:04,0.2827777777777778,48
CNN,0.0,0.0,1.0,0.0,Women are planning to vote for Democrats in higher numbers than past midterms https://t.co/KH9ciO6xiA https://t.co/1b1A5Y8aya,1024968626993065989,2018-08-02 10:42:18,0.12944444444444445,49
CNN,-0.431,0.0,0.778,0.222,"Housing and rates are worrying some economists that a recession is looming. ""We're not there yet, but this is what… https://t.co/fXx4DdSN3G",1024965575762735106,2018-08-02 10:30:10,0.20222222222222222,50
CNN,0.5719,0.156,0.844,0.0,Alexandria Ocasio-Cortez won in New York. Now her allies are taking on the Midwest. Most of the candidates now ridi… https://t.co/EZAL1TXqdj,1024962861930565633,2018-08-02 10:19:23,0.17972222222222223,51
CNN,-0.5106,0.0,0.845,0.155,She's an undocumented immigrant with kidney failure. And because she's not eligible for Medicaid and can't afford t… https://t.co/j0ND7Csur7,1024959850055446528,2018-08-02 10:07:25,0.19944444444444445,52
CNN,0.0,0.0,1.0,0.0,"TSA is considering eliminating passenger screening at more than 150 smaller airports across the US.

It's ""stunning… https://t.co/MXdTHfDa3s",1024957947384942593,2018-08-02 09:59:52,0.12583333333333332,53
CNN,0.0,0.0,1.0,0.0,"A team of conservation groups sued the US Interior Department, saying a council that advises Secretary Ryan Zinke o… https://t.co/dkixwermU8",1024955070625001472,2018-08-02 09:48:26,0.19055555555555556,54
CNN,0.5994,0.281,0.719,0.0,Champion is phasing out its C9 activewear line at Target https://t.co/g2LPU2ysmI,1024952092203646976,2018-08-02 09:36:36,0.19722222222222222,55
CNN,0.0,0.0,1.0,0.0,An Aeromexico flight carrying 103 people crashed and went up in flames just after taking off from an airport in nor… https://t.co/Pvik937TB7,1024949747189260288,2018-08-02 09:27:17,0.15527777777777776,56
CNN,0.0,0.0,1.0,0.0,2017 was one of the hottest years in recorded history (and the hottest without El Niño) https://t.co/3WsCh4UEth https://t.co/f95Y50YjIM,1024946827756535808,2018-08-02 09:15:40,0.19361111111111112,57
CNN,0.4588,0.2,0.8,0.0,The US military may significantly reduce the number of Special Operations Forces in Africa despite senior military… https://t.co/LMKvXTa9oH,1024943968256241664,2018-08-02 09:04:19,0.18916666666666668,58
CNN,-0.5267,0.0,0.848,0.152,A right-wing conspiracy theory that originated in the dark corners of the internet is now popping up at Trump ralli… https://t.co/uWcWGoTvQR,1024941109695459328,2018-08-02 08:52:57,0.18944444444444444,59
CNN,-0.6705,0.0,0.743,0.257,"A man killed a Houston doctor over a grudge from 20 years ago, police say https://t.co/9iW5gPRGqT https://t.co/tXrd7SikmH",1024938051884277763,2018-08-02 08:40:48,0.2025,60
CNN,0.0,0.0,1.0,0.0,"Before Azerbaijan was famous for oil, it was a land of silk and spices. Take a look around: https://t.co/H8w5HGbDfR https://t.co/8C72E6746N",1024871411267948544,2018-08-02 04:16:00,4.413333333333333,61
CNN,0.2023,0.142,0.752,0.106,Organizers of the 2018 African Senior Athletics Championships being held in Nigeria have come under fire over poor… https://t.co/J7QLqdolyZ,1024870183666704385,2018-08-02 04:11:07,0.08138888888888889,62
CNN,0.0,0.0,1.0,0.0,A multi-state salmonella outbreak linked to pasta salad sold by Midwestern grocery store chain Hy-Vee has sickened… https://t.co/H5mHSHBEik,1024868416979693568,2018-08-02 04:04:06,0.11694444444444445,63
CNN,0.0,0.0,1.0,0.0,What Trump is doing to America is not normal | By Trump biographer Michael D'Antonio via @CNNOpinion… https://t.co/axyzcpAqWd,1024867900300115969,2018-08-02 04:02:03,0.034166666666666665,64
CNN,0.0,0.0,1.0,0.0,"Think it's hot where you are? Think again.

It's probably nowhere near the new tentative world's record for hottest… https://t.co/593bWGU0gd",1024867658959867904,2018-08-02 04:01:05,0.01611111111111111,65
CNN,0.2732,0.1,0.9,0.0,"""Today, our boys are coming home.""

US Vice President Mike Pence greeted 55 flag-draped cases of what are believed… https://t.co/SCkrlmnY6l",1024866785043070978,2018-08-02 03:57:37,0.057777777777777775,66
CNN,0.0,0.0,1.0,0.0,"RT @CNNTonight: ""I have to tell you I think it extraordinarily unlikely the President will ever sit down for an interview with Bob Mueller'…",1024864951100485632,2018-08-02 03:50:20,0.1213888888888889,67
CNN,0.6249,0.362,0.638,0.0,This app works like Tinder -- for female friendships https://t.co/1vaxnvfoiA https://t.co/YqsnZVwTKV,1024864889888796672,2018-08-02 03:50:05,0.004166666666666667,68
CNN,-0.4404,0.0,0.838,0.162,Express Scripts stock plunges on report that Carl Icahn wants to block Cigna merger https://t.co/XI40VUWtAR https://t.co/lb5clKVMoM,1024863882135920640,2018-08-02 03:46:05,0.06666666666666667,69
CNN,0.4215,0.141,0.859,0.0,"The Trump administration is making it easier to obtain coverage through short-term health insurance plans, which do… https://t.co/biciGZJP1Q",1024863145054167040,2018-08-02 03:43:09,0.04888888888888889,70
CNN,0.0,0.0,1.0,0.0,What Trump is doing to America is not normal | By Trump biographer Michael D'Antonio https://t.co/ovPqFN9neD https://t.co/QSgPmom5zf,1024861865908813825,2018-08-02 03:38:04,0.08472222222222223,71
CNN,0.0,0.0,1.0,0.0,Facebook and Instagram now reveal how much time you spend in each app https://t.co/NXH40OFHrq https://t.co/Y7YfPT49Sb,1024860861578522624,2018-08-02 03:34:05,0.06638888888888889,72
CNN,-0.296,0.0,0.885,0.115,Donald Trump has no earthly clue about how real people buy groceries | By Jen Psaki via @CNNOpinion… https://t.co/5qmW27PdqG,1024860116703698944,2018-08-02 03:31:07,0.049444444444444444,73
CNN,-0.3182,0.0,0.881,0.119,"He lost his home in the California wildfires. But in the ashes, there was a priceless family heirloom.… https://t.co/IVQV3faYyK",1024859090147790849,2018-08-02 03:27:02,0.06805555555555555,74
CNN,-0.5423,0.055,0.776,0.169,"With $1,000 in cash and a handwritten apology, a former waitress is trying to make things right after stealing mone… https://t.co/oUk6mcW8Ib",1024857346714025984,2018-08-02 03:20:07,0.11527777777777778,75
CNN,0.0,0.0,1.0,0.0,President Donald Trump's remarks during a Florida rally have some people asking if he's ever gone grocery shopping.… https://t.co/5rtU0ScoJN,1024856679215591424,2018-08-02 03:17:27,0.044444444444444446,76
CNN,-0.296,0.0,0.885,0.115,Donald Trump has no earthly clue about how real people buy groceries | By Jen Psaki via @CNNOpinion… https://t.co/T9K1hdkLCq,1024856336452997120,2018-08-02 03:16:06,0.0225,77
CNN,0.0,0.0,1.0,0.0,“We have got to call a spade a spade: This is a 25% sales tax on the US consumer.” Economist Paul Donovan says the… https://t.co/BCMdnjOl2z,1024856160103321600,2018-08-02 03:15:24,0.011666666666666667,78
CNN,0.0,0.0,1.0,0.0,A white police officer in Michigan who says he was taunted by fellow officers when he told them that he was part bl… https://t.co/hPZEPoMqZQ,1024855585320325120,2018-08-02 03:13:07,0.03805555555555556,79
CNN,-0.5106,0.0,0.798,0.202,A man cheated with someone else's wife and now it'll cost him $8.8 million https://t.co/S8t6sOR03c,1024853834252935169,2018-08-02 03:06:09,0.11611111111111111,80
CNN,-0.4404,0.0,0.884,0.116,RT @TheLeadCNN: President Trump is escalating his attacks on the Russia investigation; going even further in his calls to shut down a law e…,1024757808619765761,2018-08-01 20:44:35,6.359444444444445,81
CNN,0.4577,0.26,0.625,0.116,"Champion is phasing out an exclusive line at Target, and Wall Street isn't pleased https://t.co/AawlZvaNd6 https://t.co/2pasvZwbTM",1024756693136302080,2018-08-01 20:40:09,0.07388888888888889,82
CNN,0.0,0.0,1.0,0.0,"""We believe that the investigation should be brought to a close. … Put up or shut up, what do you got?"" President T… https://t.co/5RZyJEqGZv",1024752880278892545,2018-08-01 20:25:00,0.2525,83
CNN,0.0,0.0,1.0,0.0,"Her face has appeared in McDonald's ads in China, India and South Korea, on a French dating website and in a promot… https://t.co/sgVDEwOhvx",1024751658113359875,2018-08-01 20:20:08,0.0811111111111111,84
CNN,0.7096,0.191,0.809,0.0,"RT @CNNMoney: The Dow fell 79 points and the S&amp;P 500 fell 0.1%. The Nasdaq was up nearly 0.5%, boosted by Apple’s 5% gain. Apple ended the…",1024750578419855361,2018-08-01 20:15:51,0.07138888888888889,85
CNN,0.2023,0.087,0.913,0.0,"A top consultant and spokesman for Corey Stewart, the Republican nominee for US Senate in Virginia, has used the te… https://t.co/l5lVA3Mgg3",1024750392528306176,2018-08-01 20:15:07,0.012222222222222223,86
CNN,-0.296,0.0,0.909,0.091,"RT @CNNPolitics: “He did not collude. There is no evidence he colluded. But in the alternative, collusion is not a crime,” Giuliani said, r…",1024749261316087808,2018-08-01 20:10:37,0.075,87
CNN,-0.4767,0.0,0.846,0.154,Three alleged members of an international hacking group have been arrested for cybercrimes targeting over 100 retai… https://t.co/PbpjUipm0i,1024749139362570240,2018-08-01 20:10:08,0.008055555555555555,88
CNN,0.128,0.103,0.897,0.0,CNN Exclusive: The TSA is considering eliminating passenger screening at smaller airports https://t.co/KqHGNhPSwR https://t.co/ProGj2ZhJz,1024747893859733505,2018-08-01 20:05:11,0.0825,89
CNN,0.0,0.0,1.0,0.0,"RT @CNNnewsroom: ""Politically, it's an attempt to ... draw a line between what (Trump) says on Twitter and official orders that he gives,""…",1024746940553158661,2018-08-01 20:01:24,0.06305555555555556,90
CNN,0.0,0.0,1.0,0.0,"President Trump downplayed the allegations facing his former campaign chairman, Paul Manafort, by invoking notoriou… https://t.co/KaPr7kuMVv",1024746692447485954,2018-08-01 20:00:25,0.01638888888888889,91
CNN,-0.5994,0.097,0.656,0.247,RT @AC360: Tonight on #fullcircle a survivor of Mexico's plane crash joins @AndersonCooper to talk about the terrifying experience and how…,1024745377822593025,2018-08-01 19:55:11,0.08722222222222223,92
CNN,0.0,0.0,1.0,0.0,"""We believe that the investigation should be brought to a close. … Put up or shut up, what do you got?"" President T… https://t.co/BEsYDyJGNF",1024745094962790400,2018-08-01 19:54:04,0.01861111111111111,93
CNN,-0.6872,0.082,0.647,0.271,A Florida sheriff defended his decision not to arrest a man who fatally shot another man during a heated argument n… https://t.co/GkXTZrm6n4,1024744091089887232,2018-08-01 19:50:04,0.06666666666666667,94
CNN,0.2023,0.142,0.752,0.106,Organizers of the 2018 African Senior Athletics Championships being held in Nigeria have come under fire over poor… https://t.co/LZ8FPHQXqa,1024741573505019904,2018-08-01 19:40:04,0.16666666666666666,95
CNN,-0.7506,0.0,0.782,0.218,"RT @CNNnewsroom: ""I have every doubt those remains are of US military,"" says Mike Logan, the son of a Korean war vet who never returned hom…",1024739275554934784,2018-08-01 19:30:56,0.15222222222222223,96
CNN,-0.25,0.0,0.909,0.091,Women in various parts of South Africa have taken to the streets to protest the increasing levels of gender-based v… https://t.co/qA1ASat313,1024739086660263937,2018-08-01 19:30:11,0.0125,97
CNN,0.7708,0.311,0.689,0.0,"They were among the most ardent supporters of Brexit, but now some residents of this town are relishing a European… https://t.co/vHkaUpMhXX",1024736543779577856,2018-08-01 19:20:05,0.16833333333333333,98
CNN,0.0,0.0,1.0,0.0,"16 of the largest wildfires burning in California have scorched 320,000 acres, authorities say -- an area larger th… https://t.co/afweka9SN3",1024734036525236225,2018-08-01 19:10:07,0.1661111111111111,99
CNN,0.4019,0.153,0.847,0.0,A new poll shows a tight race in the final days of a special election in Ohio https://t.co/V8JqZVieAl https://t.co/y7kjNhl9FA,1024731519582187520,2018-08-01 19:00:07,0.16666666666666666,100
CBS,0.34,0.124,0.876,0.0,"Housewives. PTA moms. School volunteers. Starting TONIGHT, hear the stories of seemingly innocent women who put it… https://t.co/5TA15OiTuh",1023247696411283456,2018-07-28 16:43:56,0.0,1
CBS,0.5707,0.187,0.813,0.0,"This is one allowance that can’t be beat! Kids are winning big this week on @PriceIsRight. 🎉
 https://t.co/lncKu9XvNo",1022171020046688256,2018-07-25 17:25:36,71.30555555555556,2
CBS,0.0,0.0,1.0,0.0,"Renowned artists Cher, Philip Glass, Reba McEntire, Wayne Shorter, and the co-creators of #Hamilton will be recogni… https://t.co/PEjjI9MKE1",1022137528311111680,2018-07-25 15:12:31,2.2180555555555554,3
CBS,0.34,0.118,0.882,0.0,Who's excited for the return of @MurphyBrownCBS? Here's a behind-the-scenes look at the first table read of the sea… https://t.co/1B5S4WJnCW,1021924255657648128,2018-07-25 01:05:03,14.124444444444444,4
CBS,-0.1511,0.068,0.834,0.099,"Mark your calendars because you won’t want to miss this! Former Secretaries of State @HillaryClinton, @Madeleine, a… https://t.co/JKDPp97OqN",1021830935296204800,2018-07-24 18:54:14,6.1802777777777775,5
CBS,0.8293,0.34,0.66,0.0,The cast couldn’t be more excited to welcome @ansonmount into the @startrekcbs family! Who’s ready to see the iconi… https://t.co/fOS4f4VCb2,1021507888123064320,2018-07-23 21:30:33,21.39472222222222,6
CBS,0.128,0.073,0.927,0.0,RT @startrekcbs: Stream the full panel &amp; learn all the exclusive details revealed about season 2 of #StarTrekDiscovery at @Comic_Con: https…,1020849969744338944,2018-07-22 01:56:13,43.57222222222222,7
CBS,-0.296,0.0,0.891,0.109,RT @MagnumPICBS: Couldn't make it to San Diego for the #MagnumPI panel? Here's everything you missed at #SDCC2018: https://t.co/Z7IBqF1YJ8…,1020472292210380800,2018-07-21 00:55:28,25.0125,8
CBS,-0.296,0.0,0.891,0.109,RT @bigbangtheory: The #BigBangTheory writers teased a honeymoon episode and more @YoungSheldon characters in Season 12 while speaking at #…,1020463166495469568,2018-07-21 00:19:12,0.6044444444444445,9
CBS,-0.7964,0.0,0.736,0.264,"RT @TrueCrimeCBS: When you find out you’ve been treated with chemo, but you don’t have cancer. #Whistleblower https://t.co/DAKwu1vcNX",1020460850564411392,2018-07-21 00:10:00,0.15333333333333332,10
CBS,-0.6597,0.0,0.82,0.18,George blew the whistle on a doctor targeting those who believed they had cancer. What was the outcome? Find out to… https://t.co/rLlNzlK3Cy,1020454535095992320,2018-07-20 23:44:54,0.41833333333333333,11
CBS,0.3182,0.095,0.905,0.0,"RT @startrekcbs: Discover the next adventure of Starfleet in this first look at the season 2 premiere, coming early 2019. Season 1 is now s…",1020435581350760450,2018-07-20 22:29:36,1.255,12
CBS,0.0,0.0,1.0,0.0,Take a trip down memory lane with the cast and crew of @MagnumPICBS at #SDCC2018! https://t.co/jHVxm7kyaT,1020422888497614848,2018-07-20 21:39:09,0.8408333333333333,13
CBS,0.0,0.0,1.0,0.0,"This @cbsallaccess series is unlike any fairy tale you've ever seen before. @paulwesley, @kevwilliamson &amp;… https://t.co/icsSnPxKAr",1020324546719567873,2018-07-20 15:08:23,6.512777777777778,14
CBS,0.0,0.0,1.0,0.0,🤰👩‍👧🚫🍸 #WorldEmojiDay,1019279418332626944,2018-07-17 17:55:25,69.2161111111111,15
CBS,0.0,0.0,1.0,0.0,👨📝✔️ #WorldEmojiDay,1019271132740894721,2018-07-17 17:22:29,0.5488888888888889,16
CBS,0.0,0.0,1.0,0.0,👩‍💼💼🇺🇸 #WorldEmojiDay,1019271132019486721,2018-07-17 17:22:29,-0.0,17
CBS,0.0,0.0,1.0,0.0,🕵️🕵️‍♀️ #WorldEmojiDay,1019271131319037952,2018-07-17 17:22:29,-0.0,18
CBS,0.0,0.0,1.0,0.0,⚓️🦅🇺🇸 #WorldEmojiDay,1019271130564083713,2018-07-17 17:22:29,-0.0,19
CBS,0.0,0.0,1.0,0.0,🏄🌴🚔 #WorldEmojiDay,1019271129884573696,2018-07-17 17:22:29,-0.0,20
CBS,0.0,0.0,1.0,0.0,💙👮🍽 #WorldEmojiDay,1019271129133748224,2018-07-17 17:22:28,0.0002777777777777778,21
CBS,0.0,0.0,1.0,0.0,💣📎 #WorldEmojiDay,1019271128433360896,2018-07-17 17:22:28,-0.0,22
CBS,0.0,0.0,1.0,0.0,🌎☄️ #WorldEmojiDay,1019271127716098048,2018-07-17 17:22:28,-0.0,23
CBS,0.0,0.0,1.0,0.0,🏷💰🎰 #WorldEmojiDay,1019271126910885888,2018-07-17 17:22:28,-0.0,24
CBS,0.0,0.0,1.0,0.0,👶😴🚫 #WorldEmojiDay,1019271126222925824,2018-07-17 17:22:28,-0.0,25
CBS,0.0,0.0,1.0,0.0,🤝💼💰 #WorldEmojiDay,1019271125526724609,2018-07-17 17:22:28,-0.0,26
CBS,0.0,0.0,1.0,0.0,💄👠📷 #WorldEmojiDay,1019271124822003714,2018-07-17 17:22:27,0.0002777777777777778,27
CBS,0.0,0.0,1.0,0.0,🏝🔥💵 #WorldEmojiDay,1019271123995787264,2018-07-17 17:22:27,-0.0,28
CBS,0.0,0.0,1.0,0.0,🐮⚖️ #WorldEmojiDay,1019271123224047616,2018-07-17 17:22:27,-0.0,29
CBS,0.0,0.0,1.0,0.0,🏠📹📹📹 #WorldEmojiDay,1019271122477432832,2018-07-17 17:22:27,-0.0,30
CBS,0.0,0.0,1.0,0.0,👶💥🌎🔬 #WorldEmojiDay,1019271121634357248,2018-07-17 17:22:27,-0.0,31
CBS,0.0,0.0,1.0,0.0,💥🌎🔬 #WorldEmojiDay,1019271120611000320,2018-07-17 17:22:26,0.0002777777777777778,32
CBS,0.807,0.3,0.7,0.0,Celebrate #WorldEmojiDay with a fun game! Use the emoji sequences below to guess the CBS show. 👇 Tweet your respons… https://t.co/LCqvuVtkXK,1019271119528849408,2018-07-17 17:22:26,-0.0,33
CBS,0.1139,0.078,0.922,0.0,"Stand up. Speak up. Blow the whistle. 

Don't miss the premiere of the @TrueCrimeCBS series #Whistleblower tonight… https://t.co/uNhx4Codc2",1017885133590786049,2018-07-13 21:35:01,91.79027777777777,34
CBS,-0.4404,0.0,0.868,0.132,"RT @TheNeighborhood: There's a new family on the block, and they're about to turn this neighborhood upside down. @CedEntertainer and @Tichi…",1017880265421541376,2018-07-13 21:15:41,0.32222222222222224,35
CBS,0.0,0.0,1.0,0.0,Take a walk down @YandR_CBS memory lane with stars @JessWaltonYR and Peter Bergman! You can watch full episodes of… https://t.co/MZEUfiJJyb,1017828410989531136,2018-07-13 17:49:38,3.4341666666666666,36
CBS,0.6514,0.282,0.718,0.0,RT @TKOCBS: Prepare to have some major FUN. #TKO starts NOW! https://t.co/i2ftL6GCj5,1017212294571282432,2018-07-12 01:01:24,40.80388888888889,37
CBS,0.5562,0.174,0.826,0.0,"It’s fun, different, unique, and finally here! @TKOCBS hosted by @KevinHart4real premieres at 9/8c on CBS and… https://t.co/MCeVLVK85i",1017162806959824896,2018-07-11 21:44:45,3.2775,38
CBS,0.5411,0.143,0.857,0.0,"RT @MagnumPICBS: Talk about hands-on research! #MagnumPI's cast had the honor of joining the US Navy Submarine Force, US Pacific Fleet #Sub…",1017123752574795776,2018-07-11 19:09:34,2.586388888888889,39
CBS,0.0,0.0,1.0,0.0,Time to mark your calendars! CBS' fall 2018 premiere lineup has been announced: https://t.co/yYv3H9aEO7 https://t.co/lRxAA7suie,1016470836453097472,2018-07-09 23:55:07,43.240833333333335,40
CBS,-0.296,0.0,0.833,0.167,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",1007314222710022145,2018-06-14 17:30:00,606.4186111111111,41
CBS,0.1779,0.147,0.734,0.12,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,1007296491021467648,2018-06-14 16:19:32,1.1744444444444444,42
CBS,-0.5562,0.134,0.551,0.315,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",1006330083148161025,2018-06-12 00:19:23,64.0025,43
CBS,0.5093,0.171,0.829,0.0,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",1006300819170324480,2018-06-11 22:23:06,1.9380555555555556,44
CBS,-0.296,0.0,0.833,0.167,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",1006250118985576449,2018-06-11 19:01:38,3.3577777777777778,45
CBS,0.0,0.0,1.0,0.0,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,1006174364700561408,2018-06-11 14:00:37,5.016944444444444,46
CBS,0.0,0.0,1.0,0.0,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,1006058348347830272,2018-06-11 06:19:36,7.683611111111111,47
CBS,0.4767,0.22,0.78,0.0,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,1006054595372638209,2018-06-11 06:04:41,0.24861111111111112,48
CBS,0.8478,0.406,0.594,0.0,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,1006010773292777472,2018-06-11 03:10:33,2.902222222222222,49
CBS,0.92,0.463,0.537,0.0,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,1006008644402438146,2018-06-11 03:02:06,0.14083333333333334,50
CBS,0.0,0.0,1.0,0.0,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",1006007741473669121,2018-06-11 02:58:30,0.06,51
CBS,0.4404,0.153,0.847,0.0,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,1006007276820287488,2018-06-11 02:56:40,0.030555555555555555,52
CBS,0.836,0.467,0.533,0.0,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,1006007152752803840,2018-06-11 02:56:10,0.008333333333333333,53
CBS,0.0,0.0,1.0,0.0,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,1006006356392853504,2018-06-11 02:53:00,0.05277777777777778,54
CBS,0.6369,0.318,0.682,0.0,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,1006004969202335744,2018-06-11 02:47:29,0.09194444444444444,55
CBS,0.7978,0.543,0.457,0.0,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,1006004300206575618,2018-06-11 02:44:50,0.04416666666666667,56
CBS,0.9523,0.55,0.45,0.0,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,1006004244384641024,2018-06-11 02:44:37,0.003611111111111111,57
CBS,0.5994,0.302,0.698,0.0,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,1006001361794658304,2018-06-11 02:33:09,0.19111111111111112,58
CBS,0.4215,0.123,0.877,0.0,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",1006000391387938816,2018-06-11 02:29:18,0.06416666666666666,59
CBS,0.8932,0.517,0.483,0.0,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,1005999041455329281,2018-06-11 02:23:56,0.08944444444444444,60
CBS,0.0,0.0,1.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,1005962567041404928,2018-06-10 23:59:00,2.4155555555555557,61
CBS,0.0,0.0,1.0,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,1005952311015821312,2018-06-10 23:18:15,0.6791666666666667,62
CBS,0.0,0.0,1.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",1005932975769280512,2018-06-10 22:01:25,1.2805555555555554,63
CBS,0.4184,0.157,0.843,0.0,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,1005826925560922120,2018-06-10 15:00:01,7.023333333333333,64
CBS,0.5093,0.155,0.845,0.0,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,1005555138814193664,2018-06-09 21:00:02,17.99972222222222,65
CBS,0.0,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,1005479633943314433,2018-06-09 16:00:00,5.000555555555556,66
CBS,0.296,0.18,0.82,0.0,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,1005174193866997760,2018-06-08 19:46:17,20.22861111111111,67
CBS,0.0,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,1005102158696640515,2018-06-08 15:00:03,4.770555555555555,68
CBS,0.9078,0.436,0.564,0.0,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",1005086606695337985,2018-06-08 13:58:15,1.03,69
CBS,0.3612,0.128,0.872,0.0,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",1004770820760092673,2018-06-07 17:03:26,20.913611111111113,70
CBS,0.2732,0.176,0.719,0.105,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,1004468068834148352,2018-06-06 21:00:24,20.050555555555555,71
CBS,0.3595,0.128,0.872,0.0,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",1004153017946370048,2018-06-06 00:08:30,20.865,72
CBS,-0.4404,0.1,0.723,0.177,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",1004126616803422208,2018-06-05 22:23:35,1.7486111111111111,73
CBS,0.4574,0.176,0.824,0.0,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,1004123819211042817,2018-06-05 22:12:28,0.1852777777777778,74
CBS,0.5093,0.155,0.845,0.0,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,1004075391479402496,2018-06-05 19:00:02,3.207222222222222,75
CBS,0.0,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",1004016163968307200,2018-06-05 15:04:41,3.9225,76
CBS,0.0,0.0,1.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",1003682794562674688,2018-06-04 17:00:00,22.078055555555554,77
CBS,-0.3903,0.062,0.807,0.131,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",1002605516328034304,2018-06-01 17:39:17,71.34527777777778,78
